Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95II,Castlereagh,3,Church of Ireland,4,15-19 years,1,Female,153
95II,Castlereagh,3,Church of Ireland,4,15-19 years,2,Male,199
95II,Castlereagh,3,Church of Ireland,5,20-24 years,1,Female,161
95II,Castlereagh,3,Church of Ireland,5,20-24 years,2,Male,166
95II,Castlereagh,3,Church of Ireland,6,25-29 years,1,Female,169
95II,Castlereagh,3,Church of Ireland,6,25-29 years,2,Male,170
95II,Castlereagh,3,Church of Ireland,7,30-34 years,1,Female,249
95II,Castlereagh,3,Church of Ireland,7,30-34 years,2,Male,182
95II,Castlereagh,3,Church of Ireland,8,35-39 years,1,Female,250
95II,Castlereagh,3,Church of Ireland,8,35-39 years,2,Male,178
95II,Castlereagh,3,Church of Ireland,9,40-44 years,1,Female,281
95II,Castlereagh,3,Church of Ireland,9,40-44 years,2,Male,187
95II,Castlereagh,3,Church of Ireland,10,45-49 years,1,Female,282
95II,Castlereagh,3,Church of Ireland,10,45-49 years,2,Male,201
95II,Castlereagh,3,Church of Ireland,11,50-54 years,1,Female,400
95II,Castlereagh,3,Church of Ireland,11,50-54 years,2,Male,347
95II,Castlereagh,3,Church of Ireland,12,55-59 years,1,Female,479
95II,Castlereagh,3,Church of Ireland,12,55-59 years,2,Male,405
95II,Castlereagh,3,Church of Ireland,13,60-64 years,1,Female,437
95II,Castlereagh,3,Church of Ireland,13,60-64 years,2,Male,359
95II,Castlereagh,3,Church of Ireland,14,65-69 years,1,Female,349
95II,Castlereagh,3,Church of Ireland,14,65-69 years,2,Male,307
95II,Castlereagh,3,Church of Ireland,15,70-74 years,1,Female,315
95II,Castlereagh,3,Church of Ireland,15,70-74 years,2,Male,264
95II,Castlereagh,3,Church of Ireland,16,75-79 years,1,Female,317
95II,Castlereagh,3,Church of Ireland,16,75-79 years,2,Male,216
95II,Castlereagh,3,Church of Ireland,17,80-84 years,1,Female,255
95II,Castlereagh,3,Church of Ireland,17,80-84 years,2,Male,191
95II,Castlereagh,3,Church of Ireland,18,85-89 years,1,Female,165
95II,Castlereagh,3,Church of Ireland,18,85-89 years,2,Male,86
95II,Castlereagh,3,Church of Ireland,19,90+ years,1,Female,116
95II,Castlereagh,3,Church of Ireland,19,90+ years,2,Male,51
95II,Castlereagh,4,Methodist Church in Ireland,1,0-4 years,1,Female,43
95II,Castlereagh,4,Methodist Church in Ireland,1,0-4 years,2,Male,51
95II,Castlereagh,4,Methodist Church in Ireland,2,5-9 years,1,Female,49
95II,Castlereagh,4,Methodist Church in Ireland,2,5-9 years,2,Male,65
95II,Castlereagh,4,Methodist Church in Ireland,3,10-14 years,1,Female,89
95II,Castlereagh,4,Methodist Church in Ireland,3,10-14 years,2,Male,82
95II,Castlereagh,4,Methodist Church in Ireland,4,15-19 years,1,Female,82
95II,Castlereagh,4,Methodist Church in Ireland,4,15-19 years,2,Male,95
95II,Castlereagh,4,Methodist Church in Ireland,5,20-24 years,1,Female,64
95II,Castlereagh,4,Methodist Church in Ireland,5,20-24 years,2,Male,68
95II,Castlereagh,4,Methodist Church in Ireland,6,25-29 years,1,Female,68
95II,Castlereagh,4,Methodist Church in Ireland,6,25-29 years,2,Male,67
95II,Castlereagh,4,Methodist Church in Ireland,7,30-34 years,1,Female,73
95II,Castlereagh,4,Methodist Church in Ireland,7,30-34 years,2,Male,73
95II,Castlereagh,4,Methodist Church in Ireland,8,35-39 years,1,Female,86
95II,Castlereagh,4,Methodist Church in Ireland,8,35-39 years,2,Male,72
95II,Castlereagh,4,Methodist Church in Ireland,9,40-44 years,1,Female,89
95II,Castlereagh,4,Methodist Church in Ireland,9,40-44 years,2,Male,74
95II,Castlereagh,4,Methodist Church in Ireland,10,45-49 years,1,Female,96
95II,Castlereagh,4,Methodist Church in Ireland,10,45-49 years,2,Male,100
95II,Castlereagh,4,Methodist Church in Ireland,11,50-54 years,1,Female,149
95II,Castlereagh,4,Methodist Church in Ireland,11,50-54 years,2,Male,116
95II,Castlereagh,4,Methodist Church in Ireland,12,55-59 years,1,Female,161
95II,Castlereagh,4,Methodist Church in Ireland,12,55-59 years,2,Male,141
95II,Castlereagh,4,Methodist Church in Ireland,13,60-64 years,1,Female,149
95II,Castlereagh,4,Methodist Church in Ireland,13,60-64 years,2,Male,128
95II,Castlereagh,4,Methodist Church in Ireland,14,65-69 years,1,Female,144
95II,Castlereagh,4,Methodist Church in Ireland,14,65-69 years,2,Male,133
95II,Castlereagh,4,Methodist Church in Ireland,15,70-74 years,1,Female,118
95II,Castlereagh,4,Methodist Church in Ireland,15,70-74 years,2,Male,92
95II,Castlereagh,4,Methodist Church in Ireland,16,75-79 years,1,Female,145
95II,Castlereagh,4,Methodist Church in Ireland,16,75-79 years,2,Male,90
95II,Castlereagh,4,Methodist Church in Ireland,17,80-84 years,1,Female,87
95II,Castlereagh,4,Methodist Church in Ireland,17,80-84 years,2,Male,57
95II,Castlereagh,4,Methodist Church in Ireland,18,85-89 years,1,Female,69
95II,Castlereagh,4,Methodist Church in Ireland,18,85-89 years,2,Male,34
95II,Castlereagh,4,Methodist Church in Ireland,19,90+ years,1,Female,37
95II,Castlereagh,4,Methodist Church in Ireland,19,90+ years,2,Male,16
95II,Castlereagh,5,Other Christian (including Christian related),1,0-4 years,1,Female,210
95II,Castlereagh,5,Other Christian (including Christian related),1,0-4 years,2,Male,218
95II,Castlereagh,5,Other Christian (including Christian related),2,5-9 years,1,Female,204
95II,Castlereagh,5,Other Christian (including Christian related),2,5-9 years,2,Male,221
95II,Castlereagh,5,Other Christian (including Christian related),3,10-14 years,1,Female,218
95II,Castlereagh,5,Other Christian (including Christian related),3,10-14 years,2,Male,198
95II,Castlereagh,5,Other Christian (including Christian related),4,15-19 years,1,Female,180
95II,Castlereagh,5,Other Christian (including Christian related),4,15-19 years,2,Male,177
95II,Castlereagh,5,Other Christian (including Christian related),5,20-24 years,1,Female,171
95II,Castlereagh,5,Other Christian (including Christian related),5,20-24 years,2,Male,144
95II,Castlereagh,5,Other Christian (including Christian related),6,25-29 years,1,Female,224
95II,Castlereagh,5,Other Christian (including Christian related),6,25-29 years,2,Male,178
95II,Castlereagh,5,Other Christian (including Christian related),7,30-34 years,1,Female,265
95II,Castlereagh,5,Other Christian (including Christian related),7,30-34 years,2,Male,209
95II,Castlereagh,5,Other Christian (including Christian related),8,35-39 years,1,Female,256
95II,Castlereagh,5,Other Christian (including Christian related),8,35-39 years,2,Male,203
95II,Castlereagh,5,Other Christian (including Christian related),9,40-44 years,1,Female,232
95II,Castlereagh,5,Other Christian (including Christian related),9,40-44 years,2,Male,181
95II,Castlereagh,5,Other Christian (including Christian related),10,45-49 years,1,Female,225
95II,Castlereagh,5,Other Christian (including Christian related),10,45-49 years,2,Male,208
95II,Castlereagh,5,Other Christian (including Christian related),11,50-54 years,1,Female,245
95II,Castlereagh,5,Other Christian (including Christian related),11,50-54 years,2,Male,216
95II,Castlereagh,5,Other Christian (including Christian related),12,55-59 years,1,Female,271
95II,Castlereagh,5,Other Christian (including Christian related),12,55-59 years,2,Male,224
95II,Castlereagh,5,Other Christian (including Christian related),13,60-64 years,1,Female,246
95II,Castlereagh,5,Other Christian (including Christian related),13,60-64 years,2,Male,210
95II,Castlereagh,5,Other Christian (including Christian related),14,65-69 years,1,Female,182
95II,Castlereagh,5,Other Christian (including Christian related),14,65-69 years,2,Male,166
95II,Castlereagh,5,Other Christian (including Christian related),15,70-74 years,1,Female,172
95II,Castlereagh,5,Other Christian (including Christian related),15,70-74 years,2,Male,136
95II,Castlereagh,5,Other Christian (including Christian related),16,75-79 years,1,Female,160
95II,Castlereagh,5,Other Christian (including Christian related),16,75-79 years,2,Male,107
95II,Castlereagh,5,Other Christian (including Christian related),17,80-84 years,1,Female,133
95II,Castlereagh,5,Other Christian (including Christian related),17,80-84 years,2,Male,84
95II,Castlereagh,5,Other Christian (including Christian related),18,85-89 years,1,Female,82
95II,Castlereagh,5,Other Christian (including Christian related),18,85-89 years,2,Male,43
95II,Castlereagh,5,Other Christian (including Christian related),19,90+ years,1,Female,46
95II,Castlereagh,5,Other Christian (including Christian related),19,90+ years,2,Male,22
95II,Castlereagh,6,Other religions,1,0-4 years,1,Female,30
95II,Castlereagh,6,Other religions,1,0-4 years,2,Male,30
95II,Castlereagh,6,Other religions,2,5-9 years,1,Female,49
95II,Castlereagh,6,Other religions,2,5-9 years,2,Male,48
95II,Castlereagh,6,Other religions,3,10-14 years,1,Female,65
95II,Castlereagh,6,Other religions,3,10-14 years,2,Male,43
95II,Castlereagh,6,Other religions,4,15-19 years,1,Female,24
95II,Castlereagh,6,Other religions,4,15-19 years,2,Male,29
95II,Castlereagh,6,Other religions,5,20-24 years,1,Female,27
95II,Castlereagh,6,Other religions,5,20-24 years,2,Male,26
95II,Castlereagh,6,Other religions,6,25-29 years,1,Female,30
95II,Castlereagh,6,Other religions,6,25-29 years,2,Male,26
95II,Castlereagh,6,Other religions,7,30-34 years,1,Female,40
95II,Castlereagh,6,Other religions,7,30-34 years,2,Male,45
95II,Castlereagh,6,Other religions,8,35-39 years,1,Female,69
95II,Castlereagh,6,Other religions,8,35-39 years,2,Male,69
95II,Castlereagh,6,Other religions,9,40-44 years,1,Female,62
95II,Castlereagh,6,Other religions,9,40-44 years,2,Male,85
95II,Castlereagh,6,Other religions,10,45-49 years,1,Female,38
95II,Castlereagh,6,Other religions,10,45-49 years,2,Male,43
95II,Castlereagh,6,Other religions,11,50-54 years,1,Female,31
95II,Castlereagh,6,Other religions,11,50-54 years,2,Male,45
95II,Castlereagh,6,Other religions,12,55-59 years,1,Female,24
95II,Castlereagh,6,Other religions,12,55-59 years,2,Male,22
95II,Castlereagh,6,Other religions,13,60-64 years,1,Female,14
95II,Castlereagh,6,Other religions,13,60-64 years,2,Male,14
95II,Castlereagh,6,Other religions,14,65-69 years,1,Female,15
95II,Castlereagh,6,Other religions,14,65-69 years,2,Male,14
95II,Castlereagh,6,Other religions,15,70-74 years,1,Female,14
95II,Castlereagh,6,Other religions,15,70-74 years,2,Male,14
95II,Castlereagh,6,Other religions,16,75-79 years,1,Female,16
95II,Castlereagh,6,Other religions,16,75-79 years,2,Male,13
95II,Castlereagh,6,Other religions,17,80-84 years,1,Female,14
95II,Castlereagh,6,Other religions,17,80-84 years,2,Male,8
95II,Castlereagh,6,Other religions,18,85-89 years,1,Female,9
95II,Castlereagh,6,Other religions,18,85-89 years,2,Male,10
95II,Castlereagh,6,Other religions,19,90+ years,1,Female,7
95II,Castlereagh,6,Other religions,19,90+ years,2,Male,0
95II,Castlereagh,7,No religion,1,0-4 years,1,Female,731
95II,Castlereagh,7,No religion,1,0-4 years,2,Male,779
95II,Castlereagh,7,No religion,2,5-9 years,1,Female,625
95II,Castlereagh,7,No religion,2,5-9 years,2,Male,650
95II,Castlereagh,7,No religion,3,10-14 years,1,Female,596
95II,Castlereagh,7,No religion,3,10-14 years,2,Male,635
95II,Castlereagh,7,No religion,4,15-19 years,1,Female,509
95II,Castlereagh,7,No religion,4,15-19 years,2,Male,554
95II,Castlereagh,7,No religion,5,20-24 years,1,Female,551
95II,Castlereagh,7,No religion,5,20-24 years,2,Male,609
95II,Castlereagh,7,No religion,6,25-29 years,1,Female,766
95II,Castlereagh,7,No religion,6,25-29 years,2,Male,858
95II,Castlereagh,7,No religion,7,30-34 years,1,Female,873
95II,Castlereagh,7,No religion,7,30-34 years,2,Male,951
95II,Castlereagh,7,No religion,8,35-39 years,1,Female,809
95II,Castlereagh,7,No religion,8,35-39 years,2,Male,926
95II,Castlereagh,7,No religion,9,40-44 years,1,Female,606
95II,Castlereagh,7,No religion,9,40-44 years,2,Male,746
95II,Castlereagh,7,No religion,10,45-49 years,1,Female,565
95II,Castlereagh,7,No religion,10,45-49 years,2,Male,705
95II,Castlereagh,7,No religion,11,50-54 years,1,Female,549
95II,Castlereagh,7,No religion,11,50-54 years,2,Male,668
95II,Castlereagh,7,No religion,12,55-59 years,1,Female,464
95II,Castlereagh,7,No religion,12,55-59 years,2,Male,611
95II,Castlereagh,7,No religion,13,60-64 years,1,Female,374
95II,Castlereagh,7,No religion,13,60-64 years,2,Male,475
95II,Castlereagh,7,No religion,14,65-69 years,1,Female,268
95II,Castlereagh,7,No religion,14,65-69 years,2,Male,349
95II,Castlereagh,7,No religion,15,70-74 years,1,Female,171
95II,Castlereagh,7,No religion,15,70-74 years,2,Male,234
95II,Castlereagh,7,No religion,16,75-79 years,1,Female,107
95II,Castlereagh,7,No religion,16,75-79 years,2,Male,166
95II,Castlereagh,7,No religion,17,80-84 years,1,Female,54
95II,Castlereagh,7,No religion,17,80-84 years,2,Male,79
95II,Castlereagh,7,No religion,18,85-89 years,1,Female,39
95II,Castlereagh,7,No religion,18,85-89 years,2,Male,36
95II,Castlereagh,7,No religion,19,90+ years,1,Female,16
95II,Castlereagh,7,No religion,19,90+ years,2,Male,13
95II,Castlereagh,8,Religion not stated,1,0-4 years,1,Female,25
95II,Castlereagh,8,Religion not stated,1,0-4 years,2,Male,25
95II,Castlereagh,8,Religion not stated,2,5-9 years,1,Female,17
95II,Castlereagh,8,Religion not stated,2,5-9 years,2,Male,27
95II,Castlereagh,8,Religion not stated,3,10-14 years,1,Female,22
95II,Castlereagh,8,Religion not stated,3,10-14 years,2,Male,35
95II,Castlereagh,8,Religion not stated,4,15-19 years,1,Female,29
95II,Castlereagh,8,Religion not stated,4,15-19 years,2,Male,26
95II,Castlereagh,8,Religion not stated,5,20-24 years,1,Female,14
95II,Castlereagh,8,Religion not stated,5,20-24 years,2,Male,29
95II,Castlereagh,8,Religion not stated,6,25-29 years,1,Female,25
95II,Castlereagh,8,Religion not stated,6,25-29 years,2,Male,21
95II,Castlereagh,8,Religion not stated,7,30-34 years,1,Female,21
95II,Castlereagh,8,Religion not stated,7,30-34 years,2,Male,23
95II,Castlereagh,8,Religion not stated,8,35-39 years,1,Female,23
95II,Castlereagh,8,Religion not stated,8,35-39 years,2,Male,20
95II,Castlereagh,8,Religion not stated,9,40-44 years,1,Female,22
95II,Castlereagh,8,Religion not stated,9,40-44 years,2,Male,24
95II,Castlereagh,8,Religion not stated,10,45-49 years,1,Female,22
95II,Castlereagh,8,Religion not stated,10,45-49 years,2,Male,30
95II,Castlereagh,8,Religion not stated,11,50-54 years,1,Female,18
95II,Castlereagh,8,Religion not stated,11,50-54 years,2,Male,27
95II,Castlereagh,8,Religion not stated,12,55-59 years,1,Female,36
95II,Castlereagh,8,Religion not stated,12,55-59 years,2,Male,34
95II,Castlereagh,8,Religion not stated,13,60-64 years,1,Female,29
95II,Castlereagh,8,Religion not stated,13,60-64 years,2,Male,33
95II,Castlereagh,8,Religion not stated,14,65-69 years,1,Female,40
95II,Castlereagh,8,Religion not stated,14,65-69 years,2,Male,40
95II,Castlereagh,8,Religion not stated,15,70-74 years,1,Female,37
95II,Castlereagh,8,Religion not stated,15,70-74 years,2,Male,46
95II,Castlereagh,8,Religion not stated,16,75-79 years,1,Female,54
95II,Castlereagh,8,Religion not stated,16,75-79 years,2,Male,32
95II,Castlereagh,8,Religion not stated,17,80-84 years,1,Female,30
95II,Castlereagh,8,Religion not stated,17,80-84 years,2,Male,20
95II,Castlereagh,8,Religion not stated,18,85-89 years,1,Female,32
95II,Castlereagh,8,Religion not stated,18,85-89 years,2,Male,11
95II,Castlereagh,8,Religion not stated,19,90+ years,1,Female,13
95II,Castlereagh,8,Religion not stated,19,90+ years,2,Male,12
95JJ,Coleraine,1,Catholic,1,0-4 years,1,Female,428
95JJ,Coleraine,1,Catholic,1,0-4 years,2,Male,416
95JJ,Coleraine,1,Catholic,2,5-9 years,1,Female,491
95JJ,Coleraine,1,Catholic,2,5-9 years,2,Male,523
95JJ,Coleraine,1,Catholic,3,10-14 years,1,Female,537
95JJ,Coleraine,1,Catholic,3,10-14 years,2,Male,492
95JJ,Coleraine,1,Catholic,4,15-19 years,1,Female,521
95JJ,Coleraine,1,Catholic,4,15-19 years,2,Male,481
95JJ,Coleraine,1,Catholic,5,20-24 years,1,Female,506
95JJ,Coleraine,1,Catholic,5,20-24 years,2,Male,465
95JJ,Coleraine,1,Catholic,6,25-29 years,1,Female,397
95JJ,Coleraine,1,Catholic,6,25-29 years,2,Male,334
95JJ,Coleraine,1,Catholic,7,30-34 years,1,Female,446
95JJ,Coleraine,1,Catholic,7,30-34 years,2,Male,425
95JJ,Coleraine,1,Catholic,8,35-39 years,1,Female,541
95JJ,Coleraine,1,Catholic,8,35-39 years,2,Male,454
95JJ,Coleraine,1,Catholic,9,40-44 years,1,Female,532
95JJ,Coleraine,1,Catholic,9,40-44 years,2,Male,437
95JJ,Coleraine,1,Catholic,10,45-49 years,1,Female,500
95JJ,Coleraine,1,Catholic,10,45-49 years,2,Male,471
95JJ,Coleraine,1,Catholic,11,50-54 years,1,Female,589
95JJ,Coleraine,1,Catholic,11,50-54 years,2,Male,518
95JJ,Coleraine,1,Catholic,12,55-59 years,1,Female,565
95JJ,Coleraine,1,Catholic,12,55-59 years,2,Male,492
95JJ,Coleraine,1,Catholic,13,60-64 years,1,Female,479
95JJ,Coleraine,1,Catholic,13,60-64 years,2,Male,412
95JJ,Coleraine,1,Catholic,14,65-69 years,1,Female,377
95JJ,Coleraine,1,Catholic,14,65-69 years,2,Male,380
95JJ,Coleraine,1,Catholic,15,70-74 years,1,Female,384
95JJ,Coleraine,1,Catholic,15,70-74 years,2,Male,275
95JJ,Coleraine,1,Catholic,16,75-79 years,1,Female,275
95JJ,Coleraine,1,Catholic,16,75-79 years,2,Male,231
95JJ,Coleraine,1,Catholic,17,80-84 years,1,Female,174
95JJ,Coleraine,1,Catholic,17,80-84 years,2,Male,121
95JJ,Coleraine,1,Catholic,18,85-89 years,1,Female,102
95JJ,Coleraine,1,Catholic,18,85-89 years,2,Male,65
95JJ,Coleraine,1,Catholic,19,90+ years,1,Female,45
95JJ,Coleraine,1,Catholic,19,90+ years,2,Male,17
95JJ,Coleraine,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,248
95JJ,Coleraine,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,264
95JJ,Coleraine,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,313
95JJ,Coleraine,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,344
95JJ,Coleraine,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,336
95JJ,Coleraine,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,374
95JJ,Coleraine,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,383
95JJ,Coleraine,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,383
95JJ,Coleraine,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,357
95JJ,Coleraine,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,374
95JJ,Coleraine,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,324
95JJ,Coleraine,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,323
95JJ,Coleraine,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,377
95JJ,Coleraine,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,342
95JJ,Coleraine,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,321
95JJ,Coleraine,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,332
95JJ,Coleraine,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,341
95JJ,Coleraine,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,363
95JJ,Coleraine,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,464
95JJ,Coleraine,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,416
95JJ,Coleraine,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,589
95JJ,Coleraine,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,568
